,Unnamed: 0,index,Name,Genre,ESRB_Rating,Platform,Publisher,Developer,Critic_Score,User_Score,Total_Shipped,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Year,status,Vgchartzscore,average_rating
2422,2422,3982,Tom Clancy's HAWX,Action,T,X360,Ubisoft,Ubisoft Romania,6.9,,0.58,0.31,0.19,0.02,0.06,2009,1,,6.9
2424,2424,7760,The Chronicles of Riddick: Assault on Dark Athena,Shooter,M,PS3,Atari,Starbreeze Studios AB,8.0,,0.25,0.12,0.09,,0.04,2009,1,,8.0
2425,2425,4302,Sacred 2: Fallen Angel,Role-Playing,M,X360,CDV Software Entertainment,Ascaron Entertainment,7.0,,0.54,0.29,0.16,0.04,0.05,2009,1,,7.0
2426,2426,9661,Monsters vs. Aliens,Platform,E10,X360,Activision,Beenox,6.5,,0.17,0.12,0.03,,0.02,2009,1,,6.5
2427,2427,7594,Final Fantasy Crystal Chronicles: Echoes of Time,Role-Playing,E10,Wii,Square Enix,Square Enix,6.9,,0.25,0.13,0.06,0.05,0.02,2009,1,6.2,6.550000000000002
2428,2428,7355,Suikoden Tierkreis,Role-Playing,E10,DS,Konami,Konami,7.7,,0.27,0.09,0.02,0.15,0.01,2009,1,8.1,7.9
2429,2429,7681,Disgaea 2: Dark Hero Days,Role-Playing,T,PSP,NIS America,Nippon Ichi Software,8.1,,0.25,0.1,0.01,0.12,0.02,2009,1,8.8,8.45
2430,2430,4530,Rock Band Unplugged,Misc,T,PSP,MTV Games,Backbone Entertainment / Harmonix Music Systems,8.0,,0.5,0.25,0.15,,0.11,2009,1,7.8,7.9
2431,2431,7362,Section 8,Shooter,T,X360,SouthPeak Interactive,TimeGate Studios,7.1,,0.27,0.15,0.09,,0.02,2009,1,,7.1
2432,2432,7343,MLB 09: The Show,Sports,E,PSP,Sony Computer Entertainment,SCE San Diego Studio,8.8,,0.27,0.24,,,0.02,2009,1,,8.8
2433,2433,7943,Avalon Code,Role-Playing,E10,DS,Marvelous Interactive,Matrix Software,7.1,,0.24,0.11,0.0,0.12,0.01,2009,1,7.8,7.449999999999998
2434,2434,7979,Tiger Woods PGA Tour 10,Sports,E,PSP,EA Sports,EA Tiburon,8.1,,0.24,0.12,0.07,,0.05,2009,1,,8.1
2435,2435,4617,Dynasty Warriors: Gundam 2,Action,T,PS3,Namco Bandai,Omega Force,5.9,,0.49,0.09,0.07,0.32,0.03,2009,1,6.4,6.15
2436,2436,7946,MX vs. ATV Reflex,Racing,E,PSP,THQ,Rainbow Studio,5.3,,0.24,0.18,0.03,,0.03,2009,1,,5.3
2437,2437,7977,Dynasty Warriors 6 Empires,Action,T,X360,KOEI,Omega Force,6.3,,0.24,0.16,0.02,0.04,0.02,2009,1,,6.3
2438,2438,4636,Star Wars Battlefront: Elite Squadron,Shooter,T,DS,LucasArts,n-Space,5.9,,0.49,0.42,0.04,,0.04,2009,1,,5.9
2440,2440,7700,The Elder Scrolls IV: Oblivion,Role-Playing,M,PC,Take-Two Interactive,Bethesda Softworks,9.2,,0.25,0.01,0.21,,0.04,2009,1,,9.2
2441,2441,9503,Borderlands,Shooter,M,PC,2K Games,Gearbox Software,8.3,,0.17,0.01,0.14,,0.03,2009,1,,8.3
2442,2442,9566,Ice Age: Dawn of the Dinosaurs,Platform,E10,PS2,Activision,Eurocom Entertainment Software,,,0.17,0.08,0.07,,0.02,2009,1,6.9,6.9
2443,2443,4502,Dragon Ball: Raging Blast,Fighting,T,X360,Namco Bandai,Spike,5.8,,0.51,0.36,0.08,0.02,0.04,2009,1,6.5,6.15
2444,2444,4397,F.E.A.R. 2: Project Origin,Shooter,M,X360,Warner Bros. Interactive,Monolith Productions,7.9,,0.52,0.32,0.15,0.0,0.05,2009,1,,7.9
2445,2445,4524,The Saboteur,Action,M,X360,Electronic Arts,Pandemic Studios,7.2,,0.51,0.26,0.2,,0.05,2009,1,,7.2
2446,2446,9645,Ashes Cricket 2009,Sports,,PS3,Codemasters,Transmission Games,6.8,,0.17,,0.16,,0.01,2009,1,,6.8
2447,2447,4480,Pro Evolution Soccer 2010,Sports,E,Wii,Konami,Konami,8.1,,0.51,0.12,0.27,0.06,0.05,2009,1,,8.1
2448,2448,4471,SoulCalibur: Broken Destiny,Fighting,T,PSP,Namco Bandai,Project Soul,8.0,,0.51,0.12,0.2,0.07,0.12,2009,1,,8.0
2449,2449,4436,Way of the Samurai 3,Action,M,PS3,Agetec,Acquire,6.5,,0.52,0.18,0.08,0.22,0.04,2009,1,,6.5
2450,2450,4329,G-Force,Action,E10,DS,Disney Interactive Studios,Keen Games,7.0,,0.53,0.26,0.22,,0.05,2009,1,,7.0
2451,2451,4377,F1 2009,Racing,E,PSP,Codemasters,Sumo Digital,7.4,,0.53,0.08,0.29,,0.16,2009,1,,7.4
2452,2452,4369,Terminator Salvation,Shooter,T,PS3,Warner Bros. Interactive,GRIN,5.0,,0.53,0.13,0.29,0.01,0.1,2009,1,,5.0
2453,2453,7415,Shin Megami Tensei: Devil Survivor,Role-Playing,T,DS,Atlus,Atlus Co.,8.4,8.8,0.26,0.13,,0.12,0.01,2009,1,,8.600000000000001
2454,2454,4603,Wet,Shooter,M,X360,Bethesda Softworks,Artificial Mind and Movement,6.9,,0.5,0.23,0.21,0.01,0.05,2009,1,6.7,6.800000000000002
2455,2455,4264,NBA Live 10,Sports,E,PS3,EA Sports,EA Canada,7.9,,0.54,0.46,0.03,0.01,0.05,2009,1,,7.9
2456,2456,4526,Dragon Age: Origins,Role-Playing,M,PC,Electronic Arts,BioWare Corp.,9.1,,0.5,,0.46,,0.04,2009,1,9.2,9.15
2457,2457,7998,Afro Samurai,Action,M,X360,Namco Bandai,Namco Bandai Games,6.4,,0.24,0.16,0.05,,0.02,2009,1,5.7,6.050000000000002
2458,2458,4212,Legends of WrestleMania,Fighting,T,PS3,THQ,Yuke's,,,0.55,0.3,0.17,0.0,0.07,2009,1,7.0,7.0
2459,2459,10236,Naruto Shippuden: Legends: Akatsuki Rising,Fighting,T,PSP,Namco Bandai,CyberConnect2,5.8,,0.15,0.14,0.0,,0.01,2009,1,,5.8
2460,2460,7973,G.I. Joe: The Rise of Cobra,Action,T,X360,Electronic Arts,Double Helix Games,3.8,,0.24,0.17,0.05,,0.02,2009,1,4.7,4.25
2461,2461,7896,Resident Evil Archives: Resident Evil Zero,Action,M,Wii,Capcom,Capcom Production Studio 4,5.8,,0.24,0.13,0.04,0.06,0.01,2009,1,,5.8
2462,2462,4782,F.E.A.R. 2: Project Origin,Shooter,M,PS3,Warner Bros. Interactive,Monolith Productions,8.2,,0.47,0.19,0.2,0.01,0.08,2009,1,,8.2
2463,2463,10147,Stormrise,Strategy,M,X360,Sega,The Creative Assembly,4.4,,0.15,0.11,0.03,,0.01,2009,1,,4.4
2464,2464,4028,BlazBlue: Calamity Trigger,Fighting,T,PS3,Aksys Games,Arc System Works,8.5,,0.57,0.36,0.1,0.06,0.06,2009,1,,8.5
2465,2465,6848,Harvest Moon: Magical Melody,Simulation,E,Wii,Natsume,Marvelous Interactive,6.3,,0.29,0.23,0.04,,0.02,2009,1,,6.3
2466,2466,6859,Wanted: Weapons of Fate,Shooter,M,PS3,Warner Bros. Interactive,GRIN,6.2,,0.29,0.14,0.1,0.01,0.04,2009,1,6.5,6.35
2467,2467,6851,Kenka Bancho: Badass Rumble,Action,T,PSP,Atlus,Spike,7.0,,0.29,0.07,,0.2,0.01,2009,1,,7.0
2468,2468,4080,The Sims 3: World Adventures,Simulation,T,PC,Electronic Arts,EA Redwood Shores,8.2,,0.57,0.02,0.18,,0.37,2009,1,,8.2
2469,2469,4801,Dead Space Extraction,Shooter,M,Wii,Electronic Arts,Visceral Games,8.2,,0.47,0.32,0.1,0.01,0.04,2009,1,8.7,8.45
2470,2470,4906,Boom Blox Bash Party,Puzzle,E,Wii,Electronic Arts,EA Los Angeles,8.8,,0.46,0.33,0.09,,0.04,2009,1,,8.8
2471,2471,4907,Jak and Daxter: The Lost Frontier,Platform,E10,PS2,Sony Computer Entertainment,High Impact Games,7.5,,0.46,0.22,0.17,,0.06,2009,1,,7.5
2472,2472,4064,Trivial Pursuit,Misc,E,Wii,Electronic Arts,Adrenalin Interactive,7.3,,0.57,0.2,0.3,,0.06,2009,1,6.0,6.65
2473,2473,10199,NHL 2K10,Sports,E10,PS3,2K Sports,Visual Concepts,6.5,,0.15,0.13,0.01,,0.01,2009,1,,6.5
2474,2474,6830,Little King's Story,Strategy,T,Wii,Xseed Games,Cing Inc. / Town Factory,8.5,9.0,0.29,0.14,0.11,0.02,0.02,2009,1,8.8,8.766666666666667
2475,2475,4901,Mega Man Star Force 3: Black Ace / Red Joker,Role-Playing,E,DS,Capcom,Capcom,5.7,,0.46,0.22,,0.22,0.02,2009,1,,5.7
2476,2476,4047,NHL 10,Sports,E10,PS3,EA Sports,EA Canada,9.1,,0.57,0.38,0.12,,0.07,2009,1,8.6,8.85
2477,2477,8044,Cross Edge,Role-Playing,T,PS3,NIS America,Compile Heart,5.4,,0.23,0.14,0.02,0.05,0.02,2009,1,3.8,4.6
2478,2478,7156,Ice Age: Dawn of the Dinosaurs,Platform,E10,Wii,Activision,Eurocom Entertainment Software,7.2,,0.28,0.11,0.14,,0.03,2009,1,6.9,7.050000000000002
2479,2479,7887,The Price Is Right 2010 Edition,Misc,E,Wii,Ubisoft,Ludia Inc.,,,0.24,0.22,,,0.02,2009,1,3.0,3.0
2480,2480,7991,Broken Sword: Shadow of the Templars - The Director's Cut,Adventure,T,Wii,Ubisoft,Revolution Software,7.5,,0.24,0.11,0.1,,0.02,2009,1,7.3,7.4
2481,2481,7036,Guitar Hero: Van Halen,Misc,T,Wii,Activision,Neversoft Entertainment,5.0,,0.28,0.13,0.12,,0.03,2009,1,,5.0
2482,2482,4723,The Saboteur,Action,M,PS3,Electronic Arts,Pandemic Studios,7.1,,0.48,0.2,0.21,,0.07,2009,1,,7.1
2484,2484,4119,Tom Clancy's HAWX,Action,T,PS3,Ubisoft,Ubisoft Romania,7.5,8.4,0.56,0.21,0.22,0.05,0.09,2009,1,,7.95
2485,2485,7004,Assassin's Creed II: Discovery,Platform,T,DS,Ubisoft,Griptonite Games,7.3,,0.28,0.15,0.11,,0.03,2009,1,,7.3
2486,2486,7039,SAW,Action,M,X360,Konami,Zombie Studios,6.2,,0.28,0.13,0.12,,0.03,2009,1,,6.2
2487,2487,7101,Guitar Hero: Van Halen,Misc,T,PS3,Activision,Neversoft Entertainment,6.2,,0.28,0.14,0.09,,0.04,2009,1,,6.2
2488,2488,7837,Fuel,Racing,E,PS3,Codemasters,Asobo Studios,6.6,,0.24,0.08,0.11,0.0,0.04,2009,1,,6.6
2489,2489,7842,NBA Live 10,Sports,E,PSP,EA Sports,EA Canada,5.9,,0.24,0.21,0.0,0.01,0.02,2009,1,,5.9
2490,2490,4813,Silent Hill: Shattered Memories,Adventure,M,Wii,Konami,Climax Group,7.3,6.8,0.47,0.22,0.19,0.01,0.05,2009,1,8.9,7.666666666666668
2491,2491,4822,"Warhammer 40,000: Dawn of War II",Strategy,M,PC,THQ,Relic,8.7,,0.47,,0.45,,0.01,2009,1,,8.7
2492,2492,4828,Final Fantasy Crystal Chronicles: Echoes of Time,Role-Playing,E10,DS,Square Enix,Square Enix,7.7,,0.47,0.12,0.06,0.27,0.02,2009,1,7.9,7.800000000000002
2493,2493,7140,ExciteBots: Trick Racing,Racing,E,Wii,Nintendo,Monster Games,7.7,,0.28,0.26,,,0.02,2009,1,8.5,8.1
2494,2494,4141,Wolfenstein,Shooter,M,X360,Activision,Raven Software,7.3,,0.56,0.28,0.22,,0.06,2009,1,,7.3
2495,2495,4048,Harvest Moon: Sunshine Islands,Simulation,E,DS,Natsume,Marvelous Interactive,9.0,,0.57,0.35,0.03,0.17,0.03,2009,1,,9.0
2496,2496,5406,Transformers: Revenge of the Fallen,Action,E10,PSP,Activision,Savage Entertainment,3.8,,0.41,0.17,0.15,,0.08,2009,1,,3.8
2497,2497,3812,Tony Hawk: RIDE,Sports,E10,PS3,Activision,Robomodo / Buzz Monkey Software,4.5,,0.61,0.38,0.15,,0.08,2009,1,,4.5
2498,2498,9582,Let's TAP,Misc,E,Wii,Sega,PROPE,7.0,,0.17,0.08,0.06,0.01,0.02,2009,1,,7.0
2499,2499,3499,Madden NFL 10,Sports,E,PSP,EA Sports,EA Tiburon,8.0,,0.67,0.5,0.08,,0.09,2009,1,,8.0
2500,2500,9241,The Munchables,Action,E,Wii,Namco Bandai,Namco Bandai Games,8.0,,0.18,0.17,0.0,0.0,0.01,2009,1,,8.0
2501,2501,6065,Terminator Salvation,Shooter,T,X360,Warner Bros. Interactive,Halcyon,5.2,,0.35,0.13,0.18,0.0,0.04,2009,1,,5.2
2502,2502,9097,50 Cent: Blood on the Sand,Shooter,M,PS3,THQ,Swordfish Studios,7.2,,0.19,0.1,0.06,0.01,0.03,2009,1,,7.2
2503,2503,8994,Spore Hero Arena,Simulation,E,DS,Electronic Arts,Maxis,4.9,,0.19,0.18,0.0,,0.01,2009,1,,4.9
2504,2504,9011,Dawn of Discovery,Simulation,E10,Wii,Ubisoft,Sunflowers Interactive,7.9,,0.19,0.12,0.06,,0.01,2009,1,7.8,7.85
2505,2505,5874,Mini Ninjas,Action,E10,Wii,Eidos Interactive,IO Interactive,7.6,,0.37,0.16,0.17,,0.04,2009,1,,7.6
2506,2506,5572,Legends of WrestleMania,Fighting,T,X360,THQ,Yuke's,,,0.39,0.2,0.15,,0.04,2009,1,7.0,7.0
2507,2507,8999,Space Invaders Extreme 2,Shooter,E,DS,Taito,Taito Corporation,8.1,,0.19,0.17,0.01,0.0,0.01,2009,1,,8.1
2508,2508,10524,G.I. Joe: The Rise of Cobra,Action,T,PSP,Electronic Arts,Double Helix Games,5.2,,0.14,0.11,0.02,,0.02,2009,1,,5.2
2509,2509,6145,MotorStorm: Arctic Edge,Racing,T,PS2,Sony Computer Entertainment,Virtuos,7.4,,0.34,0.07,0.03,,0.25,2009,1,,7.4
2510,2510,5592,Final Fantasy Crystal Chronicles: The Crystal Bearers,Adventure,T,Wii,Square Enix,Square Enix,6.7,,0.39,0.21,0.08,0.08,0.03,2009,1,6.8,6.75
2511,2511,9481,Velvet Assassin,Shooter,M,X360,SouthPeak Interactive,Replay Studios,5.3,,0.18,0.14,0.02,0.01,0.01,2009,1,3.2,4.25
2512,2512,8764,Dragon Ball: Revenge of King Piccolo,Action,E10,Wii,Namco Bandai,Bandai Namco Games,6.1,8.0,0.2,0.12,0.03,0.03,0.02,2009,1,,7.05
2513,2513,10546,G.I. Joe: The Rise of Cobra,Action,T,PS2,Electronic Arts,Double Helix Games,5.2,,0.14,0.11,0.0,,0.03,2009,1,,5.2
2514,2514,5931,Left 4 Dead 2,Shooter,M,PC,Valve,Certain Affinity / Valve Software,9.0,,0.36,,0.32,,0.04,2009,1,9.0,9.0
2515,2515,3537,NHL 10,Sports,E10,X360,EA Sports,EA Canada,9.1,,0.66,0.51,0.1,,0.06,2009,1,8.6,8.85
2516,2516,5883,Wanted: Weapons of Fate,Shooter,M,X360,Warner Bros. Interactive,GRIN,6.2,,0.37,0.17,0.15,0.0,0.04,2009,1,6.5,6.35
2517,2517,5495,James Cameron's Avatar: The Game,Action,E10,DS,Ubisoft,Ubisoft Montreal,6.4,,0.4,0.18,0.18,,0.04,2009,1,,6.4
2518,2518,5491,Yu-Gi-Oh! 5D's Stardust Accelerator: World Championship 2009,Action,E,DS,Konami,Konami,7.5,,0.4,0.27,0.01,0.09,0.03,2009,1,8.3,7.9
2519,2519,10803,Valhalla Knights: Eldar Saga,Role-Playing,T,Wii,Xseed Games,K2 / Kurogane,3.5,7.9,0.14,0.1,0.01,0.01,0.01,2009,1,,5.7
2520,2520,6255,Ninja Blade,Action,M,X360,Microsoft,From Software,6.7,,0.33,0.14,0.14,0.02,0.03,2009,1,,6.7
2521,2521,3258,Indiana Jones and the Staff of Kings,Action,T,Wii,LucasArts,Artificial Mind and Movement,5.1,,0.72,0.36,0.29,,0.07,2009,1,6.0,5.55
2522,2522,9941,The King of Fighters XII,Fighting,T,PS3,Ignition Entertainment,SNK Playmore Corporation,6.0,,0.16,0.11,0.01,0.03,0.01,2009,1,,6.0
2523,2523,9157,Nostalgia,Role-Playing,E10,DS,Ignition Entertainment,Matrix Software / RED Entertainment,7.2,,0.19,0.16,,0.02,0.01,2009,1,8.2,7.699999999999998
2524,2524,5856,Overlord: Dark Legend,Adventure,T,Wii,Codemasters,Climax Group,7.0,,0.37,0.11,0.22,,0.04,2009,1,,7.0
2525,2525,5862,Rune Factory: Frontier,Role-Playing,E10,Wii,Xseed Games,Neverland Company,7.9,,0.37,0.16,0.13,0.04,0.03,2009,1,8.6,8.25
2526,2526,9962,Klonoa,Platform,E10,Wii,Namco Bandai,Paon Corporation,7.6,,0.16,0.1,0.02,0.03,0.01,2009,1,7.2,7.4
2527,2527,9069,IL-2 Sturmovik: Birds of Prey,Simulation,T,PSP,505 Games,SME Dynamic Systems Limited,6.4,,0.19,0.08,0.07,,0.04,2009,1,,6.4
2528,2528,6048,Teenage Mutant Ninja Turtles: Smash-Up,Fighting,E10,Wii,Ubisoft,Game Arts,7.2,,0.35,0.33,0.0,,0.03,2009,1,8.2,7.699999999999998
2529,2529,6038,NHL 2K10,Sports,E10,Wii,2K Sports,Visual Concepts,8.2,,0.35,0.32,0.01,,0.03,2009,1,,8.2
2530,2530,9075,Ice Age: Dawn of the Dinosaurs,Platform,E10,PS3,Activision,Eurocom Entertainment Software,6.6,,0.19,0.13,0.04,,0.02,2009,1,6.9,6.75
2531,2531,6195,Dynasty Warriors 6 Empires,Action,T,PS3,KOEI,Omega Force,6.4,,0.34,0.14,0.03,0.15,0.02,2009,1,,6.4
2532,2532,6042,Command & Conquer: Red Alert 3 Ultimate Edition,Strategy,T,PS3,Electronic Arts,EA Los Angeles,7.4,,0.35,0.14,0.16,,0.06,2009,1,,7.4
2533,2533,3419,X-Men Origins: Wolverine - Uncaged Edition,Action,M,X360,Activision,Raven Software,7.1,,0.69,0.42,0.21,,0.06,2009,1,6.2,6.65
2534,2534,8977,Dynasty Warriors: Gundam 2,Action,T,X360,Namco Bandai,Omega Force,5.6,,0.19,0.07,0.03,0.08,0.01,2009,1,6.4,6.0
2535,2535,6015,Guitar Hero: Smash Hits,Misc,T,PS3,Activision,Neversoft Entertainment,7.4,,0.35,0.2,0.11,,0.05,2009,1,7.8,7.6
2536,2536,3422,IL-2 Sturmovik: Birds of Prey,Simulation,T,PS3,505 Games,Gaijin Entertainment,8.0,,0.69,0.34,0.25,,0.1,2009,1,,8.0
2538,2538,9965,Ready 2 Rumble Revolution,Sports,T,Wii,Atari,10tacle Studios AG,3.1,,0.16,0.15,0.0,,0.01,2009,1,,3.1
2539,2539,10531,Class of Heroes,Role-Playing,T,PSP,Atlus,ZeroDiv,5.4,,0.14,0.06,,0.08,0.01,2009,1,,5.4
2540,2540,6006,Football Manager Handheld 2010,Sports,,PSP,Sega,Sports Interactive,6.0,,0.35,,0.27,,0.09,2009,1,,6.0
2541,2541,9192,Half-Minute Hero,Role-Playing,E10,PSP,Xseed Games,Opus Studio,8.5,,0.19,0.08,0.02,0.07,0.02,2009,1,8.5,8.5
2543,2543,3390,LEGO Rock Band,Misc,E10,Wii,Warner Bros. Interactive,TT Games / Harmonix Music Systems,6.8,,0.7,0.41,0.22,,0.06,2009,1,6.8,6.8
2544,2544,5710,Ice Age: Dawn of the Dinosaurs,Platform,E,DS,Activision,Artificial Mind and Movement,5.0,,0.38,0.2,0.15,,0.04,2009,1,,5.0
2545,2545,6217,Dynasty Warriors: Gundam 2,Action,T,PS2,Namco Bandai,Omega Force,4.9,,0.34,0.04,0.03,0.25,0.01,2009,1,6.7,5.800000000000002
2546,2546,6171,Star Ocean: Second Evolution,Role-Playing,T,PSP,Square Enix,TOSE Software,8.0,,0.34,0.14,0.02,0.16,0.02,2009,1,,8.0
2547,2547,3380,Transformers: Revenge of the Fallen,Action,T,PS3,Activision,Luxoflux Corp.,6.5,,0.7,0.28,0.3,,0.12,2009,1,7.0,6.75
2548,2548,8948,Spectrobes: Origins,Role-Playing,E10,Wii,Disney Interactive Studios,Genki,7.4,,0.19,0.16,0.02,,0.01,2009,1,,7.4
2549,2549,5748,Need for Speed: Nitro,Racing,E10,DS,Electronic Arts,EA Montreal,7.2,,0.38,0.21,0.13,,0.04,2009,1,,7.2
2550,2550,5725,Virtua Tennis 2009,Sports,E,PS3,Sega,Sumo Digital,6.6,,0.38,0.09,0.22,,0.06,2009,1,,6.6
2551,2551,6111,Mini Ninjas,Action,E10,PS3,Eidos Interactive,IO Interactive,7.4,,0.34,0.14,0.15,,0.06,2009,1,,7.4
2552,2552,6273,NBA 2K10,Sports,E,PSP,2K Sports,Visual Concepts,5.5,,0.33,0.3,0.0,0.0,0.03,2009,1,,5.5
2553,2553,3612,Drawn to Life: The Next Chapter,Adventure,E,DS,THQ,5TH Cell,7.4,,0.65,0.44,0.14,,0.06,2009,1,,7.4
2554,2554,5933,LocoRoco 2,Platform,E,PSP,Sony Computer Entertainment,SCE Japan Studio,8.5,,0.36,0.21,0.09,0.01,0.05,2009,1,,8.5
2555,2555,5985,G-Force,Action,E10,PSP,Disney Interactive Studios,Keen Games,7.0,,0.36,0.24,0.07,,0.05,2009,1,,7.0
2556,2556,3627,Real Heroes: Firefighter,Action,E10,Wii,Conspiracy Entertainment,Epicenter Studios,7.4,,0.64,0.56,0.04,,0.05,2009,1,6.3,6.85
2557,2557,8869,Afro Samurai,Action,M,PS3,Namco Bandai,Namco Bandai Games,6.5,,0.2,0.12,0.05,,0.03,2009,1,5.7,6.1
2558,2558,5520,Spore Hero,Simulation,E10,Wii,Electronic Arts,Maxis,5.8,,0.4,0.35,0.02,,0.03,2009,1,,5.8
2559,2559,5909,Dragon Ball Z: Attack of the Saiyans,Role-Playing,E10,DS,Namco Bandai,Monolith Soft,7.2,,0.36,0.12,0.02,0.21,0.01,2009,1,6.5,6.85
2560,2560,5851,Virtua Tennis 2009,Sports,E,Wii,Sega,Sumo Digital,7.3,,0.37,0.12,0.21,,0.04,2009,1,,7.3
2561,2561,3265,Rabbids Go Home,Platform,E,DS,Ubisoft,Ubisoft Montpellier,8.8,,0.72,0.35,0.3,,0.07,2009,1,,8.8
2562,2562,5863,Dawn of Discovery,Simulation,T,PC,Ubisoft,Related Designs,8.4,,0.37,,0.32,,0.05,2009,1,,8.4
2563,2563,3271,MLB 09: The Show,Sports,E,PS3,Sony Computer Entertainment,SCE San Diego Studio,8.9,,0.72,0.66,,,0.06,2009,1,8.5,8.7
2564,2564,3279,Madden NFL 10,Sports,E,Wii,EA Sports,EA Tiburon,7.5,,0.72,0.62,0.04,,0.06,2009,1,,7.5
2565,2565,8924,X-Men Origins: Wolverine,Action,T,PSP,Activision,Amaze Entertainment,5.4,,0.2,0.13,0.04,,0.03,2009,1,,5.4
2566,2566,5895,SAW,Action,M,PS3,Konami,Zombie Studios,6.0,,0.36,0.13,0.17,,0.06,2009,1,,6.0
2567,2567,6513,DJ Hero,Misc,T,PS2,Activision,FreeStyleGames,8.3,,0.32,0.1,0.02,,0.2,2009,1,,8.3
2568,2568,3624,New Play Control! Pikmin,Strategy,E,Wii,Nintendo,Nintendo EAD,7.7,9.3,0.64,0.28,0.13,0.19,0.04,2009,1,,8.5
2569,2569,5789,NBA 2K10,Sports,E,Wii,2K Sports,Visual Concepts,5.1,,0.37,0.34,0.0,,0.03,2009,1,6.8,5.949999999999998
2571,2571,3288,James Cameron's Avatar: The Game,Action,T,Wii,Ubisoft,Ubisoft Montreal,5.9,,0.72,0.32,0.32,,0.07,2009,1,,5.9
2572,2572,5939,BlazBlue: Calamity Trigger,Fighting,T,X360,Aksys Games,Arc System Works,8.5,,0.36,0.21,0.08,0.04,0.03,2009,1,,8.5
2573,2573,9279,Ar tonelico 2: Melody of Metafalica,Role-Playing,T,PS2,NIS America,Gust,7.2,,0.18,0.04,0.03,0.11,0.01,2009,1,7.3,7.25
2574,2574,10819,Scene It? Bright Lights! Big Screen!,Misc,T,X360,Warner Bros. Interactive,Screenlife Games,6.2,,0.14,0.12,0.0,,0.01,2009,1,,6.2
2575,2575,9889,Marble Saga: Kororinpa,Puzzle,E,Wii,Konami,Hudson Soft,7.4,,0.16,0.09,0.05,0.0,0.01,2009,1,7.8,7.6
2576,2576,6428,Vin Diesel: Wheelman,Racing,T,PS3,Ubisoft,Tigon,6.9,,0.32,0.12,0.14,,0.05,2009,1,,6.9
2577,2577,5376,Call of Duty: Modern Warfare: Mobilized,Shooter,T,DS,Activision,n-Space,7.6,,0.41,0.36,0.02,,0.03,2009,1,,7.6
2578,2578,5537,Star Wars The Clone Wars: Republic Heroes,Action,E10,DS,LucasArts,Krome Studios,5.9,,0.4,0.22,0.14,,0.04,2009,1,,5.9
2579,2579,5811,Guitar Hero On Tour: Modern Hits,Misc,E10,DS,Activision,Activision,7.3,,0.37,0.13,0.2,,0.04,2009,1,8.0,7.65
2580,2580,5829,DiRT 2,Racing,E10,Wii,Codemasters,Codemasters,4.6,,0.37,0.1,0.23,,0.04,2009,1,,4.6
2581,2581,8926,Mana Khemia 2: Fall of Alchemy,Role-Playing,T,PS2,NIS America,Gust,8.2,,0.2,0.07,0.05,0.05,0.02,2009,1,7.5,7.85
2583,2583,3605,Tiger Woods PGA Tour 10,Sports,E,X360,EA Sports,EA Tiburon,8.3,,0.65,0.39,0.2,,0.06,2009,1,,8.3
2585,2585,2095,ModNation Racers,Racing,E,PS3,Sony Computer Entertainment,United Front Games,8.1,,1.13,0.5,0.4,0.06,0.16,2010,1,,8.1
2586,2586,10185,Z.H.P. Unlosing Ranger vs Darkdeath Evilman,Role-Playing,T,PSP,NIS America,Nippon Ichi Software,8.0,,0.15,0.08,,0.06,0.01,2010,1,,8.0
2587,2587,4590,Picross 3D,Puzzle,E,DS,Nintendo,HAL Laboratory,8.7,,0.5,0.28,0.03,0.16,0.03,2010,1,8.5,8.6
2588,2588,9839,Clash of the Titans: The Videogame,Action,T,X360,Namco Bandai,Game Republic,3.8,,0.16,0.08,0.06,0.0,0.02,2010,1,,3.8
2589,2589,2203,Dante's Inferno,Action,M,PS3,Electronic Arts,Visceral Games,7.3,8.3,1.08,0.64,0.28,0.04,0.12,2010,1,7.2,7.6
2590,2590,580,Battlefield: Bad Company 2,Shooter,M,PS3,Electronic Arts,EA Digital Illusions CE,8.9,8.8,2.96,1.33,1.11,0.08,0.44,2010,1,,8.850000000000003
2591,2591,4478,Major League Baseball 2K10,Sports,E,X360,2K Sports,Visual Concepts,7.4,,0.51,0.47,,,0.04,2010,1,,7.4
2592,2592,7151,Shin Megami Tensei: Strange Journey,Role-Playing,M,DS,Atlus,Atlus Co.,8.0,,0.28,0.13,,0.14,0.01,2010,1,7.5,7.75
2593,2593,4551,Transformers: War for Cybertron,Action,T,PS3,Activision,High Moon Studios,7.8,,0.5,0.24,0.18,,0.07,2010,1,,7.8
2594,2594,4814,FlingSmash,Action,E,Wii,Nintendo,Artoon,3.8,,0.47,0.37,0.01,0.07,0.02,2010,1,,3.8
2595,2595,4467,Alice in Wonderland,Adventure,E10,Wii,Disney Interactive Studios,Etranges Libellules,6.3,,0.51,0.25,0.21,,0.05,2010,1,,6.3
2596,2596,1330,Kinectimals,Simulation,E,X360,Microsoft Game Studios,Frontier Studio,7.5,,1.62,1.02,0.46,0.0,0.14,2010,1,7.2,7.35
2597,2597,7125,EyePet,Simulation,E,PSP,Sony Computer Entertainment,SCEE London Studio,4.9,,0.28,0.02,0.17,,0.09,2010,1,,4.9
2598,2598,1189,Just Cause 2,Action,M,PS3,Square Enix,Avalanche Studios,8.3,,1.75,0.45,0.92,0.06,0.32,2010,1,7.8,8.05
